id,nome,estado,nota_matematica,nota_linguagens,nota_ciencias,nota_redacao,ano
424,Vinicius Araujo,SP,429.01,813.94,388.99,797.81,2023
425,Mariana Freitas,GO,329.37,479.3,792.05,421.71,2024
426,Olivia Nogueira,GO,748.85,449.91,577.23,862.73,2022
427,Diego Alves,SP,,768.58,433.37,438.69,2024
428,Lucas Teixeira,RJ,649.39,455.29,787.65,315.26,2021
429,Gabriela Costa,RS,785.58,355.19,808.37,866.22,2021
430,Bruno Lima,RS,330.38,854.48,559.89,807.1,2024
431,Ana Souza,SC,709.93,403.68,428.83,431.01,2023
432,Olivia Nogueira,MG,320.79,671.51,447.47,506.57,2024
433,Samuel Carvalho,RS,336.59,467.87,382.34,439.62,2022
434,Samuel Carvalho,SP,893.64,769.15,515.47,-154.0,2024
435,Lucas Teixeira,PE,601.44,533.03,407.89,523.21,2022
436,Ana Souza,BA,335.15,894.92,617.66,836.79,2022
437,Felipe Martins,RJ,448.71,444.69,620.21,-162.0,2021
536,Henrique Barros,PE,807.9,778.43,512.88,887.46,2022
439,Felipe Martins,ES,655.51,783.73,718.58,939.79,2021
440,Lucas Teixeira,PE,638.16,637.87,412.94,991.6,2024
441,Samuel Carvalho,BA,405.33,322.78,333.7,721.16,2021
442,Renata Batista,RS,300.41,850.74,420.88,391.34,2022
443,Karen Ribeiro,SP,313.15,651.97,850.33,842.06,2023
444,Carla Mendes,PR,722.72,697.28,651.61,535.59,2023
445,Eduarda Rocha,MG,739.41,562.12,683.56,-48.0,2023
446,Felipe Martins,GO,716.14,857.31,772.2,456.27,2022
447,Mariana Freitas,BA,740.4,476.71,406.62,301.26,2024
448,Tatiane Moraes,SP,"409,25",490.93,785.28,727.97,2021
449,Paulo Henrique,MG,498.7,346.68,508.09,523.66,2021
450,Karen Ribeiro,RS,306.84,425.81,715.91,545.34,2021
451,Ana Souza,SP,531.56,739.55,881.46,919.19,2024
452,Mariana Freitas,PR,627.61,360.86,587.69,904.84,2022
453,Felipe Martins,RS,344.23,807.46,476.95,523.1,2021
454,Carla Mendes,PR,402.06,525.27,739.19,682.93,2021
455,Karen Ribeiro,PE,891.17,835.94,722.7,601.93,2022
456,Vinicius Araujo,SC,394.26,360.75,423.33,432.99,2023
457,João Pedro,BA,442.53,329.78,643.06,887.9,2022
458,Bruno Lima,PR,302.29,352.58,794.34,737.56,2024
459,Gabriela Costa,RJ,315.44,402.5,475.09,357.36,2021
460,João Pedro,SC,582.57,836.93,459.0,749.31,2024
461,Felipe Martins,PR,831.3,521.64,567.47,484.31,2024
462,Isabela Duarte,ES,802.25,638.55,390.68,787.53,2021
463,Carla Mendes,PR,784.91,548.39,753.87,459.26,2021
464,Mariana Freitas,GO,551.18,erro,820.14,632.38,2022
465,Paulo Henrique,BA,,841.67,728.58,651.47,2022
466,Diego Alves,RS,403.73,890.62,883.3,865.92,2022
467,Bruno Lima,SC,347.02,709.88,421.15,875.79,2022
468,Vinicius Araujo,BA,491.85,736.26,784.41,360.92,2024
469,Samuel Carvalho,PR,813.97,611.81,850.3,308.65,2024
470,Diego Alves,SC,389.79,639.96,649.61,975.38,2021
471,Diego Alves,PE,767.73,771.45,820.49,916.1,2024
472,Isabela Duarte,SC,,643.21,583.83,420.54,2024
473,Eduarda Rocha,PE,665.19,716.2,323.27,922.7,2023
474,Henrique Barros,SP,747.45,852.5,838.22,314.16,2023
475,João Pedro,BA,"805,71",814.94,710.91,980.75,2022
97,Eduarda Rocha,BA,884.53,565.87,795.49,488.59,2024
477,Vinicius Araujo,RJ,412.76,426.83,794.38,818.66,2023
478,Bruno Lima,GO,774.89,339.37,725.74,582.37,2021
479,Felipe Martins,ES,825.11,420.44,334.58,323.15,2021
480,Lucas Teixeira,ES,"464,39",794.1,603.08,744.79,2021
481,Ana Souza,ES,523.48,656.43,406.55,909.34,2023
482,Lucas Teixeira,MG,802.59,455.2,798.52,363.27,2021
483,Mariana Freitas,SP,397.74,643.35,878.95,899.98,2022
484,Gabriela Costa,BA,690.95,607.97,818.78,977.0,2021
485,Paulo Henrique,MG,688.42,660.69,305.08,476.67,2023
486,Isabela Duarte,SC,837.29,810.95,575.4,452.75,2023
487,Renata Batista,PE,538.29,361.39,606.91,763.65,2023
488,Samuel Carvalho,PE,665.43,479.09,364.86,-100.0,2023
489,Karen Ribeiro,BA,456.69,726.66,835.42,509.15,2022
490,Renata Batista,XX,839.81,783.26,781.42,720.02,2023
491,Eduarda Rocha,SP,693.24,898.48,455.66,593.0,2024
492,Bruno Lima,PE,,643.23,413.95,808.58,2022
493,Samuel Carvalho,RS,843.92,703.12,604.39,891.79,2022
494,João Pedro,RJ,582.47,744.55,735.11,691.32,2022
495,Karen Ribeiro,RJ,433.35,434.0,822.86,594.33,2023
496,Lucas Teixeira,BA,651.34,578.26,370.67,337.57,2021
497,Paulo Henrique,ES,600.29,820.5,529.0,508.85,2021
498,Eduarda Rocha,MG,895.41,505.6,892.31,924.99,2024
499,Eduarda Rocha,PR,817.44,408.21,348.49,532.84,2022
500,Karen Ribeiro,SP,302.83,464.12,756.72,418.02,2022
501,Paulo Henrique,RJ,377.64,560.23,557.65,600.32,2024
502,Mariana Freitas,SP,322.64,419.65,523.86,-52.0,2023
503,Renata Batista,ES,310.75,302.47,740.16,458.39,2023
504,João Pedro,MG,361.62,602.0,483.67,345.7,2021
505,João Pedro,BA,573.56,612.17,614.47,603.57,2022
506,Karen Ribeiro,RS,515.55,413.06,868.85,942.74,2024
507,Ana Souza,ES,434.59,890.93,426.71,315.34,2022
508,Diego Alves,PR,"726,67",775.28,525.12,748.22,2021
509,Vinicius Araujo,SP,697.18,692.14,311.85,782.82,2024
510,Olivia Nogueira,SC,374.16,451.64,721.12,443.85,2021
511,João Pedro,SC,,697.49,461.99,723.94,2022
512,Nicolas Pires,RJ,606.95,670.62,469.62,849.33,2024
513,Gabriela Costa,PE,419.85,457.8,613.89,441.17,2024
514,João Pedro,MG,323.64,597.81,424.62,953.19,2023
515,Henrique Barros,SP,307.65,353.4,366.26,701.91,2024
516,Eduarda Rocha,RJ,767.72,345.03,734.15,933.35,2022
517,Olivia Nogueira,BA,458.48,330.05,787.91,911.9,2023
518,Lucas Teixeira,PR,555.6,369.54,810.75,923.2,2021
519,Eduarda Rocha,MG,497.2,836.72,873.05,487.82,2021
520,Lucas Teixeira,PR,409.72,540.47,877.39,490.28,2024
521,Paulo Henrique,SC,689.31,778.15,367.83,787.32,2021
522,Felipe Martins,RJ,549.62,654.45,781.36,774.88,2022
111,Vinicius Araujo,SC,767.5,666.82,817.55,915.97,2022
524,Paulo Henrique,RS,367.76,546.77,327.58,483.13,2023
525,Ana Souza,GO,760.52,645.99,639.01,-95.0,2023
47,Renata Batista,GO,"712,94",670.94,559.71,808.66,2024
527,Lucas Teixeira,SC,389.19,795.86,835.24,729.04,2021
528,Felipe Martins,GO,809.31,811.12,821.65,352.41,2024
529,Karen Ribeiro,ES,498.54,466.89,604.16,685.35,2024
530,Mariana Freitas,ES,347.3,566.51,643.82,361.61,2024
531,Olivia Nogueira,PR,371.22,598.42,692.02,371.85,2024
532,Bruno Lima,GO,629.46,795.55,775.07,974.22,2023
533,Renata Batista,GO,424.11,702.88,870.21,554.34,2021
534,Henrique Barros,RS,499.18,760.45,659.97,801.66,2023
535,Olivia Nogueira,RJ,358.46,695.35,301.32,548.6,2023
536,Samuel Carvalho,GO,524.33,363.79,838.13,644.7,2024
537,Diego Alves,BA,666.51,412.53,858.13,575.03,2024
538,Gabriela Costa,PR,"364,66",548.68,855.98,886.23,2021
539,Olivia Nogueira,RS,,873.71,380.78,649.18,2021
540,Samuel Carvalho,SC,"803,29",589.76,605.0,944.81,2022
541,Tatiane Moraes,MG,738.3,377.03,532.44,720.38,2023
542,Renata Batista,SC,551.2,665.4,715.51,473.77,2024
543,Karen Ribeiro,BA,571.71,380.02,547.65,790.01,2023
544,Samuel Carvalho,PR,727.12,861.31,679.55,440.62,2023
545,Lucas Teixeira,MG,888.8,690.05,875.0,652.73,2023
546,Diego Alves,PR,637.37,649.68,865.6,797.09,2023
547,Nicolas Pires,SP,613.64,315.16,387.2,769.18,2022
548,Isabela Duarte,MG,890.12,710.03,387.86,343.42,2023
549,Gabriela Costa,GO,319.38,788.42,361.49,907.62,2022
550,Samuel Carvalho,SC,442.56,770.58,779.29,501.35,2021
551,Mariana Freitas,SC,549.94,772.87,711.09,976.08,2021
552,Ana Souza,BA,421.85,821.31,816.27,610.14,2022
553,Lucas Teixeira,PE,627.97,662.03,765.69,975.0,2023
554,Olivia Nogueira,MG,890.07,344.68,877.49,814.56,2021
555,Mariana Freitas,SP,557.1,633.96,378.04,708.79,2023
556,Ana Souza,PR,579.8,862.5,323.96,950.04,2021
557,Vinicius Araujo,BA,594.33,643.61,514.85,848.82,2023
558,Renata Batista,ES,874.19,612.36,771.75,411.56,2024
559,Carla Mendes,PR,432.72,428.01,499.13,552.56,2022
560,Vinicius Araujo,GO,584.91,636.8,751.28,754.51,2021
561,Lucas Teixeira,RS,444.21,685.36,1136.0,470.68,2021
562,Karen Ribeiro,SC,849.56,866.99,531.53,678.17,2023
563,Ana Souza,GO,793.27,524.97,781.69,611.89,2021
564,João Pedro,ES,492.19,349.41,357.57,980.14,2021
49,Carla Mendes,ES,702.2,764.15,818.97,596.95,2021
566,Gabriela Costa,GO,797.25,827.18,744.83,604.67,2021
567,Eduarda Rocha,SP,575.54,499.03,352.51,337.99,2023
568,Samuel Carvalho,RJ,644.98,436.59,455.19,571.62,2024
569,Nicolas Pires,PR,310.13,703.98,620.9,749.0,2021
570,Tatiane Moraes,SP,720.53,343.55,856.83,374.29,2023
571,Vinicius Araujo,RJ,468.91,856.01,528.85,875.49,2021
572,Paulo Henrique,MG,620.08,381.83,534.6,858.24,2023
573,Eduarda Rocha,BA,706.37,848.5,777.01,810.53,2023
574,Ana Souza,GO,824.86,384.82,325.06,700.9,2024
575,Samuel Carvalho,GO,868.19,482.81,748.98,932.48,2023
576,Gabriela Costa,SC,843.38,810.88,385.47,428.79,2023
577,Gabriela Costa,RJ,408.81,779.8,811.35,-69.0,2024
578,Samuel Carvalho,RJ,474.39,340.42,358.92,807.91,2024
579,Karen Ribeiro,PR,376.93,693.28,360.03,733.66,2022
580,Karen Ribeiro,RS,570.39,669.81,483.41,708.92,2023
581,Karen Ribeiro,SC,401.18,487.93,771.4,798.54,2024
582,Isabela Duarte,PR,380.58,739.78,826.73,623.99,2023
303,João Pedro,RS,631.0,erro,663.98,889.26,2022
584,Samuel Carvalho,ES,457.94,831.8,345.88,352.78,2021
585,Renata Batista,SP,,647.34,761.52,448.93,2021
586,Samuel Carvalho,BA,626.08,899.24,583.26,842.64,2023
587,Mariana Freitas,ES,834.86,653.76,814.3,393.72,2021
588,Mariana Freitas,PR,601.3,697.61,808.79,864.58,2022
589,Renata Batista,MG,567.73,407.49,869.23,761.59,2022
590,Paulo Henrique,PR,324.25,756.88,439.05,485.05,2022
591,Bruno Lima,ES,610.73,774.88,532.86,942.53,2021
592,Bruno Lima,PR,361.94,881.06,680.14,491.45,2023
593,Tatiane Moraes,GO,642.1,526.0,527.11,711.38,2021
594,Renata Batista,BA,525.8,844.35,609.82,547.03,2023
595,Paulo Henrique,RS,832.3,303.96,829.22,607.93,2022
596,Carla Mendes,GO,686.09,426.91,412.14,553.56,2021
597,Henrique Barros,SC,786.7,732.15,588.91,635.17,2022
598,Tatiane Moraes,MG,,546.54,446.2,389.52,2022
599,Eduarda Rocha,GO,323.51,643.36,333.55,480.78,2022
600,Renata Batista,SC,659.61,638.16,311.17,803.68,2023
601,Carla Mendes,ES,569.52,895.67,820.38,419.4,2024
602,Vinicius Araujo,MG,776.77,792.27,409.13,761.75,2023
603,Felipe Martins,PR,853.41,657.92,341.31,564.75,2022
604,Diego Alves,SP,421.41,815.76,602.62,593.86,2022
605,Vinicius Araujo,RJ,,840.96,659.89,914.43,2021
606,Carla Mendes,RS,695.64,841.19,623.57,300.84,2024
607,Renata Batista,SC,522.23,326.06,617.89,460.64,2024
608,Mariana Freitas,PR,653.43,744.84,756.92,787.7,2021
609,Nicolas Pires,MG,452.71,erro,846.05,358.67,2024
610,Isabela Duarte,ES,303.28,746.19,304.27,665.78,2021
611,Mariana Freitas,ES,712.66,489.54,517.36,408.35,2023
612,Isabela Duarte,GO,554.14,519.39,465.34,776.42,2022
613,Nicolas Pires,GO,770.27,589.48,522.13,688.44,2023
614,João Pedro,PE,506.61,723.3,741.47,898.5,2021
615,Henrique Barros,RS,769.87,869.55,360.17,655.84,2023
616,Samuel Carvalho,PE,718.23,724.07,396.44,975.2,2021
617,Carla Mendes,MG,583.0,660.15,352.88,484.16,2023
618,Carla Mendes,PE,322.65,530.6,890.67,-176.0,2023
619,Vinicius Araujo,SP,867.43,792.14,684.17,607.28,2022
620,Renata Batista,BA,416.85,770.38,606.33,788.91,2022
621,Bruno Lima,PR,443.55,300.17,394.47,997.77,2024
622,Lucas Teixeira,SC,543.27,420.19,309.22,792.54,2021
623,Samuel Carvalho,BA,735.68,635.47,649.76,543.23,2023
624,Henrique Barros,PE,877.83,572.86,542.37,303.26,2022
625,Nicolas Pires,GO,363.88,343.43,476.55,962.91,2023
626,Samuel Carvalho,PE,450.08,565.66,526.25,638.54,2022
627,Karen Ribeiro,RS,708.96,837.91,817.21,637.38,2023
628,Carla Mendes,SC,680.2,896.52,706.15,460.95,2023
629,Nicolas Pires,PR,609.9,305.83,799.31,-95.0,2021
630,Mariana Freitas,PR,345.62,858.84,585.93,547.48,2023
631,Felipe Martins,ES,599.4,419.8,741.26,910.92,2022
632,Henrique Barros,ES,800.96,801.8,513.62,845.26,2021
633,Carla Mendes,RS,668.3,758.55,624.88,329.58,2024
634,Lucas Teixeira,PE,489.25,838.87,828.59,702.16,2023
635,Paulo Henrique,MG,890.64,849.6,468.16,455.46,2022
636,Bruno Lima,GO,779.56,586.99,624.46,651.73,2024
637,Felipe Martins,RS,885.9,718.95,576.04,782.45,2021
638,Gabriela Costa,SC,648.6,erro,667.67,481.79,2023
639,Henrique Barros,BA,582.81,667.85,519.55,649.14,2022
640,Nicolas Pires,PR,519.05,540.36,570.44,699.99,2022
641,Diego Alves,BA,782.45,633.2,813.79,437.24,2022
642,Paulo Henrique,SP,405.96,599.76,897.34,894.57,2023
643,Paulo Henrique,BA,450.58,815.1,328.63,369.28,2022
644,Bruno Lima,ES,,585.92,677.92,614.9,2023
645,Isabela Duarte,PR,"516,18",634.49,786.01,540.9,2024
646,Diego Alves,PR,820.42,877.87,419.37,703.13,2022
647,João Pedro,PR,495.05,606.27,764.85,612.85,2021
648,Mariana Freitas,PE,471.91,679.03,386.91,417.3,2023
649,Nicolas Pires,PE,642.98,809.34,342.81,413.4,2022
650,Karen Ribeiro,PR,691.81,726.26,663.23,576.82,2024
651,Lucas Teixeira,PE,612.56,570.17,400.39,897.95,2022
652,Henrique Barros,BA,864.26,720.42,348.04,416.84,2021
653,Diego Alves,RJ,862.08,583.91,332.3,839.65,2021
654,Diego Alves,BA,670.86,350.59,858.95,572.89,2022
655,Henrique Barros,BA,565.9,375.85,616.05,419.43,2021
656,Lucas Teixeira,PR,818.54,580.32,822.54,954.4,2024
657,Eduarda Rocha,GO,406.22,658.55,678.63,745.1,2024
658,Renata Batista,GO,485.8,508.3,623.8,863.3,2024
659,João Pedro,PR,547.32,393.43,306.33,666.32,2022
660,Lucas Teixeira,BA,581.52,304.99,853.25,962.87,2024
661,João Pedro,SP,759.52,778.78,658.2,857.74,2023
662,Gabriela Costa,SC,829.3,562.26,449.94,800.46,2024
663,Mariana Freitas,ES,"457,79",553.34,443.74,835.18,2023
664,João Pedro,GO,"785,29",547.74,812.09,427.69,2023
665,Diego Alves,RS,670.64,463.28,673.65,431.45,2021
666,Eduarda Rocha,SP,881.83,313.28,883.4,497.48,2022
667,Olivia Nogueira,SP,439.69,390.41,596.15,539.34,2023
668,Paulo Henrique,PR,578.21,774.85,498.15,890.48,2022
669,Bruno Lima,BA,765.39,342.83,582.09,434.53,2023
670,Mariana Freitas,SP,373.18,760.89,449.38,839.86,2024
671,Henrique Barros,SP,419.51,741.19,356.38,766.21,2022
672,Paulo Henrique,SC,708.87,erro,493.84,740.41,2021
673,Samuel Carvalho,GO,373.28,588.74,479.29,552.3,2021
674,Gabriela Costa,RJ,441.58,erro,309.04,856.07,2021
675,Mariana Freitas,ES,305.36,325.2,770.09,632.69,2022
676,Lucas Teixeira,RJ,,599.95,711.57,536.9,2021
677,Bruno Lima,PR,686.74,720.8,774.88,388.08,2022
678,Karen Ribeiro,GO,773.14,754.02,783.32,607.1,2022
679,Ana Souza,SC,514.9,380.84,839.2,639.71,2024
680,Samuel Carvalho,BA,625.64,594.06,640.02,680.53,2023
681,Olivia Nogueira,BA,820.6,659.21,816.34,412.24,2022
682,Olivia Nogueira,BA,791.65,624.96,572.45,843.14,2024
683,Felipe Martins,SP,671.84,518.45,672.12,524.49,2021
684,Samuel Carvalho,SC,413.92,709.93,759.44,407.89,2023
685,Karen Ribeiro,SC,684.54,366.28,613.92,346.68,2022
686,Felipe Martins,SP,421.25,591.22,359.25,699.71,2024
687,Paulo Henrique,GO,674.38,654.18,329.45,454.51,2021
688,Ana Souza,ES,693.45,857.04,799.25,627.64,2021
689,Lucas Teixeira,GO,746.09,834.26,793.22,855.97,2021
690,Vinicius Araujo,BA,617.41,740.58,800.67,354.55,2022
691,Renata Batista,RJ,360.74,438.61,531.2,435.18,2022
692,Tatiane Moraes,MG,635.05,634.88,747.67,836.4,2023
693,Olivia Nogueira,SC,"829,69",400.09,408.24,581.09,2023
694,Felipe Martins,GO,,565.81,511.39,520.61,2023
695,Lucas Teixeira,SC,758.51,558.35,735.52,725.89,2022
696,Mariana Freitas,GO,855.69,452.45,876.99,613.25,2024
697,Ana Souza,SP,,657.46,610.57,995.39,2023
698,Ana Souza,BA,,428.89,488.94,840.07,2023
699,Samuel Carvalho,GO,633.79,855.55,392.83,326.42,2023
700,Eduarda Rocha,MG,458.99,833.78,449.91,479.37,2023
701,Carla Mendes,XX,539.88,850.73,740.56,806.51,2024
702,Felipe Martins,RS,795.42,713.76,645.74,935.36,2023
703,Bruno Lima,PE,"528,93",768.07,853.12,534.07,2024
704,Nicolas Pires,RJ,821.87,436.03,691.67,721.61,2021
705,Mariana Freitas,SP,482.87,324.71,623.96,404.71,2022
706,Eduarda Rocha,SP,704.18,898.42,882.62,826.99,2021
707,Henrique Barros,SC,473.87,536.59,379.31,357.78,2021
708,Samuel Carvalho,SC,457.53,539.12,560.69,788.51,2022
709,Paulo Henrique,GO,418.87,537.19,642.8,692.82,2022
710,Henrique Barros,RJ,459.75,558.04,710.84,703.21,2021
711,Nicolas Pires,SC,519.16,414.29,506.71,758.79,2023
712,Felipe Martins,PR,669.73,894.1,565.33,402.07,2021
713,Henrique Barros,ES,711.22,393.59,737.09,360.07,2021
714,Henrique Barros,PE,856.04,821.25,792.08,309.61,2021
715,João Pedro,RS,582.71,499.13,744.01,448.31,2023
716,Samuel Carvalho,RS,673.83,895.38,717.04,767.78,2024
717,Tatiane Moraes,GO,326.09,402.19,470.41,852.43,2023
718,Bruno Lima,RS,692.85,305.0,533.19,489.92,2023
719,Diego Alves,SP,475.5,830.04,531.91,985.85,2021
720,Karen Ribeiro,RS,820.06,618.94,411.85,650.46,2024
721,Samuel Carvalho,SP,323.85,853.36,482.96,642.95,2022
722,Ana Souza,PR,710.59,513.23,481.4,997.2,2023
723,Bruno Lima,BA,827.21,834.24,788.92,320.63,2023
724,Henrique Barros,MG,505.07,535.71,382.36,810.92,2022
725,Nicolas Pires,ES,,555.88,487.43,723.76,2024
726,Samuel Carvalho,MG,424.05,383.15,624.81,860.07,2022
727,João Pedro,GO,845.74,558.04,845.4,839.03,2022
728,Karen Ribeiro,RJ,634.4,869.16,371.03,522.32,2022
729,Ana Souza,PR,828.08,548.42,546.75,610.1,2023
730,Eduarda Rocha,ES,364.06,410.85,757.47,728.39,2023
731,Vinicius Araujo,PE,"667,42",657.82,438.55,318.26,2021
732,Paulo Henrique,MG,601.39,662.83,727.21,561.77,2024
733,Paulo Henrique,RS,382.51,415.96,319.34,835.18,2021
734,Isabela Duarte,SC,433.53,702.8,421.7,443.19,2022
735,Olivia Nogueira,PE,593.97,494.94,574.53,472.75,2024
736,Bruno Lima,PE,741.2,528.22,487.74,728.05,2021
737,Renata Batista,RJ,570.97,796.21,325.45,997.09,2024
677,Bruno Lima,GO,532.44,759.1,877.56,432.9,2024
739,Mariana Freitas,BA,764.21,471.55,399.89,506.09,2021
740,Renata Batista,MG,578.15,687.66,354.26,650.46,2022
741,Tatiane Moraes,GO,381.18,548.14,570.53,425.22,2022
742,Olivia Nogueira,RJ,450.05,715.03,844.3,857.54,2021
743,Carla Mendes,RJ,723.74,680.44,351.18,795.1,2022
744,Mariana Freitas,GO,528.36,760.96,847.35,695.84,2022
745,Felipe Martins,MG,407.32,727.23,551.75,516.66,2024
746,João Pedro,MG,370.53,378.94,421.71,735.79,2023
747,Ana Souza,RS,598.58,599.19,784.47,725.59,2024
748,Henrique Barros,ES,653.32,585.43,546.09,355.58,2021
749,Henrique Barros,GO,466.87,677.18,792.07,445.35,2022
750,Eduarda Rocha,SP,691.97,erro,812.3,766.9,2023
751,Karen Ribeiro,RJ,329.42,550.17,406.95,770.46,2022
752,Olivia Nogueira,PE,516.11,erro,761.11,525.98,2024
753,Carla Mendes,SC,805.99,338.96,582.49,385.42,2023
754,Karen Ribeiro,GO,548.25,425.91,1321.0,340.73,2021
755,Paulo Henrique,PE,860.34,891.77,472.31,726.19,2023
756,Isabela Duarte,GO,645.09,673.95,856.26,730.0,2024
757,Renata Batista,RS,595.5,407.94,665.64,796.01,2022
758,Ana Souza,RJ,314.39,675.28,370.76,893.65,2024
759,Nicolas Pires,SP,500.28,636.25,682.5,307.91,2022
760,João Pedro,BA,774.12,484.66,604.01,526.75,2021
761,Diego Alves,PR,504.82,734.64,669.6,320.38,2022
762,Gabriela Costa,PR,800.3,853.37,1128.0,632.15,2021
763,Eduarda Rocha,RS,393.23,576.37,819.13,927.15,2024
764,Nicolas Pires,SP,801.06,479.61,734.98,520.85,2021
765,Gabriela Costa,PE,711.3,779.72,832.82,547.52,2022
766,Isabela Duarte,SP,503.49,525.14,620.56,416.18,2024
767,Felipe Martins,PE,370.11,769.41,484.97,900.47,2021
768,Isabela Duarte,SC,352.08,826.23,522.95,880.62,2023
769,Gabriela Costa,GO,481.39,367.34,770.97,844.45,2021
770,Olivia Nogueira,GO,314.96,589.6,600.03,433.15,2024
771,Renata Batista,BA,765.32,385.98,1431.0,875.5,2022
772,Gabriela Costa,SP,575.62,728.21,613.41,302.88,2021
773,Vinicius Araujo,RJ,499.97,833.51,361.86,836.33,2023
774,Ana Souza,PE,755.1,683.31,425.91,440.39,2023
775,Isabela Duarte,GO,491.49,564.67,370.59,-24.0,2023
776,Diego Alves,SP,874.98,635.78,361.43,679.77,2023
777,Isabela Duarte,MG,865.97,782.4,644.45,419.89,2023
778,Vinicius Araujo,PR,624.35,330.44,317.4,932.3,2021
779,Diego Alves,SC,332.28,555.88,407.39,717.28,2024
780,Vinicius Araujo,PR,487.46,790.47,727.74,769.61,2021
781,Olivia Nogueira,PE,379.08,787.71,851.81,627.79,2024
782,João Pedro,RS,582.33,868.47,386.23,926.99,2023
783,Lucas Teixeira,SC,410.01,850.36,498.2,902.55,2023
784,Olivia Nogueira,RS,318.16,585.2,510.86,622.87,2022
785,João Pedro,PR,662.66,376.44,361.76,872.29,2021
786,Karen Ribeiro,GO,,775.46,619.65,580.57,2024
787,Henrique Barros,PE,,395.41,589.42,346.24,2022
788,Tatiane Moraes,SC,770.59,561.21,772.4,681.17,2022
789,Felipe Martins,RJ,743.62,727.15,802.05,380.03,2024
790,Karen Ribeiro,GO,358.59,567.13,484.82,584.06,2021
791,Vinicius Araujo,SC,496.44,686.99,336.89,452.33,2022
792,Tatiane Moraes,SP,754.25,696.53,571.78,504.05,2024
793,Gabriela Costa,ES,708.91,489.96,642.17,939.24,2023
794,Nicolas Pires,PR,894.17,649.64,666.89,657.3,2022
795,João Pedro,SP,521.53,629.33,331.88,792.35,2023
796,Diego Alves,BA,819.41,441.14,721.33,575.99,2023
797,Mariana Freitas,SC,528.94,627.07,697.49,632.41,2022
798,Samuel Carvalho,SC,806.0,516.17,550.34,501.93,2022
799,Eduarda Rocha,SP,343.05,309.42,1298.0,640.69,2024
800,Eduarda Rocha,RJ,382.33,783.56,816.09,925.51,2024
801,Vinicius Araujo,MG,572.64,554.47,792.04,569.3,2022
802,Felipe Martins,SC,662.74,646.76,808.08,465.72,2023
803,Nicolas Pires,GO,645.81,320.08,322.72,638.29,2023
804,Diego Alves,PE,588.92,714.3,385.25,811.91,2023
805,Olivia Nogueira,GO,346.94,833.95,353.07,630.72,2021
806,Samuel Carvalho,PE,487.5,331.66,506.13,844.97,2024
807,Olivia Nogueira,GO,843.63,644.38,498.91,547.04,2023
808,João Pedro,MG,321.2,853.72,749.66,808.88,2023
809,Bruno Lima,RS,646.88,643.72,693.79,504.23,2021
810,João Pedro,RS,349.51,603.36,810.87,494.49,2022
811,Vinicius Araujo,BA,465.13,454.17,744.86,722.68,2022
812,Olivia Nogueira,PR,784.7,456.75,720.46,639.44,2021
813,Karen Ribeiro,RJ,880.41,657.33,793.03,886.33,2024
814,Mariana Freitas,ES,696.4,735.6,400.37,704.43,2023
815,Bruno Lima,BA,753.29,369.6,400.56,579.12,2023
816,Paulo Henrique,GO,440.2,710.11,534.04,483.84,2024
817,Ana Souza,BA,856.33,erro,707.1,973.23,2021
818,Diego Alves,GO,682.45,873.71,1265.0,942.63,2023
819,Karen Ribeiro,BA,460.25,358.97,692.61,573.81,2022
820,Tatiane Moraes,ES,611.97,706.63,895.93,519.29,2021
821,Ana Souza,XX,307.18,erro,1351.0,612.16,2022
822,João Pedro,BA,415.85,314.22,355.16,956.95,2022
823,Vinicius Araujo,RJ,724.85,371.99,813.86,390.94,2022
824,Diego Alves,MG,452.0,580.17,861.71,747.15,2023
825,Nicolas Pires,PR,454.4,768.44,466.37,343.67,2024
826,Karen Ribeiro,SP,454.94,787.68,406.76,348.58,2022
827,Vinicius Araujo,SC,407.07,595.23,386.32,838.1,2022
828,Vinicius Araujo,RJ,847.57,729.24,361.97,351.04,2023
829,Olivia Nogueira,SP,837.91,389.31,684.2,953.03,2024
830,Isabela Duarte,MG,720.03,842.77,644.78,660.77,2024
831,Paulo Henrique,SC,542.35,736.66,787.37,-109.0,2022
832,Ana Souza,SC,872.49,790.79,589.24,697.07,2023
833,Karen Ribeiro,BA,540.37,679.36,875.29,363.47,2023
834,Carla Mendes,RS,756.27,473.98,421.87,688.13,2024
835,Gabriela Costa,BA,717.53,837.88,678.37,551.48,2021
836,Olivia Nogueira,ES,383.97,415.86,731.84,715.06,2024
837,Mariana Freitas,RJ,775.64,686.04,599.81,975.47,2024
838,Ana Souza,SP,503.57,502.63,732.61,583.86,2022
839,Renata Batista,RS,864.05,822.12,621.94,818.74,2022
840,Carla Mendes,SP,741.28,593.34,311.44,935.03,2021
841,Henrique Barros,MG,308.62,679.6,842.8,874.52,2021
842,Olivia Nogueira,PE,402.41,654.63,790.68,374.43,2024
843,Vinicius Araujo,PE,432.34,782.67,555.73,868.06,2024
844,Karen Ribeiro,RJ,885.51,645.58,382.4,885.5,2022
845,Bruno Lima,PE,404.07,337.93,464.34,830.29,2022
846,Lucas Teixeira,GO,399.0,446.19,649.19,393.36,2024
847,Felipe Martins,SP,827.78,348.43,304.33,948.3,2023
848,Nicolas Pires,RS,715.41,423.7,683.9,666.16,2024
849,Henrique Barros,MG,666.32,322.57,408.0,649.92,2021
